condition,drugName,total_pred
Primary Immunodeficiency Syndrome,Gamunex,3.873945346
Primary Immunodeficiency Syndrome,Hizentra,1.420897621
Primary Immunodeficiency Syndrome,Immune globulin intravenous,1.990353156
Primary Immunodeficiency Syndrome,Immune globulin subcutaneous,0.506852468
Primary Nocturnal Enuresis,Imipramine,23.27037573
Progesterone Insufficiency,Progesterone,10.81782721
Progesterone Insufficiency,Prometrium,15.56742773
Prostate Cance,Abiraterone,1.010009036
Prostate Cance,Bicalutamide,3.408710872
Prostate Cance,Casodex,2.556531637
Prostate Cance,Eligard,0.516068394
Prostate Cance,Enzalutamide,0.262730049
Prostate Cance,Firmagon,2.564636098
Prostate Cance,Goserelin,1.406984348
Prostate Cance,Leuprolide,2.106974662
Prostate Cance,Lupron,1.290299973
Prostate Cance,Lupron Depot,0.927403921
Prostate Cance,Provenge,0.453831455
Prostate Cance,Radium 223 dichloride,0.037532864
Prostate Cance,Sipuleucel-T,0.629542298
Prostate Cance,Trelstar,0.24426825
Prostate Cance,Trelstar LA,0.70834336
Prostate Cance,Triptorelin,0.24426825
Prostate Cance,Xtandi,0.375633274
Prostate Cance,Zoladex,2.109350271
Prostate Cance,Zytiga,1.758039018
Prostatitis,Bactrim,0.382884481
Prostatitis,Cipro,1.152178828
Prostatitis,Ciprofloxacin,1.324958413
Prostatitis,Ditropan XL,1.454499678
Prostatitis,Doxycycline,0.970870182
Prostatitis,Levaquin,1.678830311
Prostatitis,Levofloxacin,1.254659033
Prostatitis,Oxybutynin,1.818136042
Prostatitis,Sulfamethoxazole / trimethoprim,0.877383239
"Prosthetic Heart Valves, Tissue Valves - Thrombosis Prophylaxis",Coumadin,74.85834539
Pruritus,Atarax,5.015429914
Pruritus,Benzocaine,0.308618164
Pruritus,Calamine,3.736986995
Pruritus,Cortizone-10,0.885075867
Pruritus,Doxepin,0.121069036
Pruritus,Eurax,0.196683526
Pruritus,Gabapentin,1.118104364
Pruritus,Hydroxyzine,2.108629674
Pruritus,Lanacane,0.821781782
Pruritus,Pramoxine,0.147512645
Pruritus,Sarna Sensitive,0.355559807
Pseudobulbar Affect,Dextromethorphan / quinidine,11.42807201
Pseudobulbar Affect,Nuedexta,6.099219119
Pseudotumor Cerebri,Acetazolamide,0.976451883
Pseudotumor Cerebri,Diamox,3.073443892
Psoriasis,Acitretin,0.341753236
Psoriasis,Adalimumab,0.208214226
Psoriasis,Alclometasone,0.10653691
Psoriasis,Alefacept,0.024585441
Psoriasis,Betamethasone / calcipotriene,0.054411742
Psoriasis,Calcipotriene,0.173390655
Psoriasis,Calcitriol,0.047920179
Psoriasis,Clobetasol,0.226290709
Psoriasis,Clobex,0.303779959
Psoriasis,Coal tar,0.12899753
Psoriasis,Cyclosporine,0.366974864
Psoriasis,Desoximetasone,0.076432027
Psoriasis,Dovonex,0.200781099
Psoriasis,Elocon,0.313148001
Psoriasis,Embeline,0.114732057
Psoriasis,Enbrel,0.110167119
Psoriasis,Etanercept,0.082067624
Psoriasis,Fluocinonide,0.071669645
Psoriasis,Flurandrenolide,0.040975735
Psoriasis,Halobetasol,0.042387246
Psoriasis,Humira,0.224995454
Psoriasis,Hydrocortisone,0
Psoriasis,Infliximab,0.369256017
Psoriasis,Lidex,0.110634483
Psoriasis,MG217 Medicated Tar,0.070623604
Psoriasis,Methotrexate,0.328160072
Psoriasis,Mometasone,0.333611411
Psoriasis,Olux,0.104925132
Psoriasis,Remicade,0.240117983
Psoriasis,Soriatane,0.160334706
Psoriasis,Stelara,0.266019871
Psoriasis,Taclonex,0.082270863
Psoriasis,Tazarotene,0.120086295
Psoriasis,Topicort,0.109403844
Psoriasis,Triamcinolone,0.112114565
Psoriasis,Ustekinumab,0.275740152
Psoriasis,Vectical,0.03939149
Psoriatic Arthritis,Adalimumab,0.497670885
Psoriatic Arthritis,Apremilast,0.386483291
Psoriatic Arthritis,Certolizumab,0.118175002
Psoriatic Arthritis,Cimzia,0.172454396
Psoriatic Arthritis,Cosentyx,0.118038138
Psoriatic Arthritis,Enbrel,0.349709446
Psoriatic Arthritis,Etanercept,0.311591956
Psoriatic Arthritis,Golimumab,0.16964167
Psoriatic Arthritis,Humira,0.4306955
Psoriatic Arthritis,Infliximab,0.371033486
Psoriatic Arthritis,Leflunomide,0.32923112
Psoriatic Arthritis,Methotrexate,0.093286687
Psoriatic Arthritis,Otezla,0.305668424
Psoriatic Arthritis,Prednisone,0.154771344
Psoriatic Arthritis,Remicade,0.120433155
Psoriatic Arthritis,Secukinumab,0.046685463
Psoriatic Arthritis,Simponi,0.393549387
Psoriatic Arthritis,Stelara,0.351344188
Psoriatic Arthritis,Sulfasalazine,0.59865342
Psoriatic Arthritis,Ustekinumab,0.208791049
Psychosis,Chlorpromazine,0.27767292
Psychosis,Fanapt,1.302973124
Psychosis,Fluphenazine,1.102970362
Psychosis,Haldol,0.21959465
Psychosis,Haldol Decanoate,0.391416185
Psychosis,Haloperidol,0.507499764
Psychosis,Iloperidone,1.210235056
Psychosis,Navane,1.955926131
Psychosis,Perphenazine,0.687748723
Psychosis,Prochlorperazine,0.205326845
Psychosis,Prolixin,3.290229089
Psychosis,Thiothixene,1.022228003
Psychosis,Thorazine,0.626710303
Pudendal Neuralgia,Amitriptyline,5.817593932
Pulmonary Embolism,Apixaban,2.584490588
Pulmonary Embolism,Dabigatran,0.074604096
Pulmonary Embolism,Eliquis,2.581215957
Pulmonary Embolism,Rivaroxaban,1.443399895
Pulmonary Embolism,Xarelto,1.552192074
"Pulmonary Embolism, First Event",Warfarin,11.63518786
"Pulmonary Embolism, Recurrent Event",Rivaroxaban,5.646649647
"Pulmonary Embolism, Recurrent Event",Warfarin,11.33567561
"Pulmonary Embolism, Recurrent Event",Xarelto,52.98955135
Pulmonary Hypertension,Adcirca,0.522678892
Pulmonary Hypertension,Ambrisentan,1.634306364
Pulmonary Hypertension,Bosentan,0.224799836
Pulmonary Hypertension,Epoprostenol,0.339537084
Pulmonary Hypertension,Flolan,0.350840884
Pulmonary Hypertension,Letairis,0.769307892
Pulmonary Hypertension,Macitentan,0.292367404
Pulmonary Hypertension,Revatio,0.780963265
Pulmonary Hypertension,Selexipag,0.338252642
Pulmonary Hypertension,Sildenafil,1.278035247
Pulmonary Hypertension,Tadalafil,0.877102211
Pulmonary Hypertension,Treprostinil,0.344500547
Pulmonary Hypertension,Tyvaso,0.526261326
Pulmonary Hypertension,Uptravi,0.315310511
Pupillary Dilation,Paremyd,0
Pupillary Dilation,Tropicamide,14.06287211
Radionuclide Myocardial Perfusion Study,Lexiscan,6.981112719
Raynaud's Syndrome,Amlodipine,5.64274923
Raynaud's Syndrome,Cardizem,7.452120264
Raynaud's Syndrome,Isradipine,0.254137052
Raynaud's Syndrome,Nifedipine,2.554643181
Raynaud's Syndrome,Nisoldipine,0.240390976
Raynaud's Syndrome,Nitroglycerin,4.206842085
Raynaud's Syndrome,Norvasc,7.337980224
Raynaud's Syndrome,Procardia,3.867977195
Raynaud's Syndrome,Sular,0.295946532
Reflex Sympathetic Dystrophy Syndrome,Amitriptyline,0
Reflex Sympathetic Dystrophy Syndrome,Aventyl Hydrochloride,0.519849621
Reflex Sympathetic Dystrophy Syndrome,Gabapentin,1.419809204
Reflex Sympathetic Dystrophy Syndrome,Lyrica,0.665289469
Reflex Sympathetic Dystrophy Syndrome,Milnacipran,0.728256561
Reflex Sympathetic Dystrophy Syndrome,Neurontin,1.802406371
Reflex Sympathetic Dystrophy Syndrome,Nortriptyline,0.676099621
Reflex Sympathetic Dystrophy Syndrome,Pregabalin,1.495724618
Reflex Sympathetic Dystrophy Syndrome,Savella,2.977075323
Reiter's Syndrome,Adalimumab,6.885070324
Rejection Prophylaxis,Mycophenolic acid,1.473576069
Renal Cell Carcinoma,Nivolumab,0.628412642
Renal Cell Carcinoma,Pazopanib,2.10459965
Renal Cell Carcinoma,Proleukin,0.654087075
Renal Cell Carcinoma,Provera,0.594039157
Renal Cell Carcinoma,Sunitinib,2.611393973
Renal Cell Carcinoma,Sutent,2.905509791
Renal Cell Carcinoma,Temsirolimus,0.069775997
Renal Cell Carcinoma,Votrient,2.687834801
Restless Legs Syndrome,Carbidopa / levodopa,0.309555781
Restless Legs Syndrome,Clonazepam,0.493209578
Restless Legs Syndrome,Clonidine,0.03876322
Restless Legs Syndrome,Gabapentin,0.440255667
Restless Legs Syndrome,Gabapentin enacarbil,0.460146617
Restless Legs Syndrome,Gabarone,0.161435216
Restless Legs Syndrome,Horizant,0.10620355
Restless Legs Syndrome,Klonopin,0.586726646
Restless Legs Syndrome,Klonopin Wafer,0.238681492
Restless Legs Syndrome,Lamotrigine,0.030920424
Restless Legs Syndrome,Levodopa,0.027310802
Restless Legs Syndrome,Lyrica,0.432467911
Restless Legs Syndrome,Mirapex,0.251120535
Restless Legs Syndrome,Neupro,0.184546155
Restless Legs Syndrome,Neurontin,0.957095671
Restless Legs Syndrome,Pramipexole,0.240235265
Restless Legs Syndrome,Pregabalin,0.236341007
Restless Legs Syndrome,Requip,0.284873781
Restless Legs Syndrome,Ropinirole,0.132397899
Restless Legs Syndrome,Rotigotine,0.268662257
Restless Legs Syndrome,Sinemet,0.354689679
Restless Legs Syndrome,Tramadol,0.201866587
Restless Legs Syndrome,Ultram,0.170432359
Restless Legs Syndrome,Ultram ER,0.099483019
Reversal of Nondepolarizing Muscle Relaxants,Pyridostigmine,11.63518786
Reversal of Opioid Sedation,Narcan Injection,4.741258919
Rheumatoid Arthritis,Abatacept,0.136420371
Rheumatoid Arthritis,Absorbine Jr.,0.004682941
Rheumatoid Arthritis,Acetaminophen / hydrocodone,0.224955003
Rheumatoid Arthritis,Actemra,0.023414705
Rheumatoid Arthritis,Acthar,0.017403974
Rheumatoid Arthritis,Adalimumab,0.242742816
Rheumatoid Arthritis,Advil,0.065700177
Rheumatoid Arthritis,Advil Liqui-Gels,0.210732349
Rheumatoid Arthritis,Aleve,0.098733062
Rheumatoid Arthritis,Anakinra,0.023414705
Rheumatoid Arthritis,Ansaid,0.04214647
Rheumatoid Arthritis,Arava,0.522147932
Rheumatoid Arthritis,Arthrotec,0.08663441
Rheumatoid Arthritis,Aspirin,0.04320828
Rheumatoid Arthritis,Auranofin,0.074040256
Rheumatoid Arthritis,Azathioprine,0.021367282
Rheumatoid Arthritis,Bextra,0.037463529
Rheumatoid Arthritis,Celebrex,0.372651332
Rheumatoid Arthritis,Celecoxib,0.222785285
Rheumatoid Arthritis,Certolizumab,0.110088734
Rheumatoid Arthritis,Cimzia,0.05597618
Rheumatoid Arthritis,Daypro,0
Rheumatoid Arthritis,Deltasone,0.323209098
Rheumatoid Arthritis,Diclofenac,0.075784268
Rheumatoid Arthritis,Diclofenac / misoprostol,0.030221267
Rheumatoid Arthritis,Diflunisal,0.060878234
Rheumatoid Arthritis,Dolobid,0.060878234
Rheumatoid Arthritis,Doxycycline,0.085505465
Rheumatoid Arthritis,Enbrel,0.175445838
Rheumatoid Arthritis,Esomeprazole / naproxen,0.005362642
Rheumatoid Arthritis,Etanercept,0.178323422
Rheumatoid Arthritis,Feldene,0.086337585
Rheumatoid Arthritis,Fenoprofen,0
Rheumatoid Arthritis,Gold sodium thiomalate,0.004597799
Rheumatoid Arthritis,Golimumab,0.139304063
Rheumatoid Arthritis,Humira,0.242427005
Rheumatoid Arthritis,Hydroxychloroquine,0.193727977
Rheumatoid Arthritis,Ibuprofen,0.080851692
Rheumatoid Arthritis,Imuran,0.10081932
Rheumatoid Arthritis,Indomethacin,0.110475669
Rheumatoid Arthritis,Infliximab,0.10326727
Rheumatoid Arthritis,Kenalog-40,0.149854115
Rheumatoid Arthritis,Leflunomide,0.291956038
Rheumatoid Arthritis,Lorcet 10 / 650,0.229464114
Rheumatoid Arthritis,Lortab,0.150174185
Rheumatoid Arthritis,Medrol,0.206049408
Rheumatoid Arthritis,Meloxicam,0.272449171
Rheumatoid Arthritis,Methotrexate,0.373099465
Rheumatoid Arthritis,Methylprednisolone,0.115434873
Rheumatoid Arthritis,Minocycline,0.005401003
Rheumatoid Arthritis,Mobic,0.379108301
Rheumatoid Arthritis,Mycophenolate mofetil,0.25756176
Rheumatoid Arthritis,Nabumetone,0.028063932
Rheumatoid Arthritis,Naprosyn,0.296673428
Rheumatoid Arthritis,Naproxen,0.25354374
Rheumatoid Arthritis,Norco,0.584386853
Rheumatoid Arthritis,Orencia,0.214358488
Rheumatoid Arthritis,Oxaprozin,0.025789279
Rheumatoid Arthritis,Plaquenil,0.466687153
Rheumatoid Arthritis,Prednisone,0.348604314
Rheumatoid Arthritis,Relafen,0.078071607
Rheumatoid Arthritis,Remicade,0.178161464
Rheumatoid Arthritis,Rituxan,0.523575121
Rheumatoid Arthritis,Rituximab,0.155516463
Rheumatoid Arthritis,Salsalate,0.01800345
Rheumatoid Arthritis,Simponi,0.125424933
Rheumatoid Arthritis,Simponi Aria,0.030916078
Rheumatoid Arthritis,Sulfasalazine,0.28300666
Rheumatoid Arthritis,Sulfazine,0.10327734
Rheumatoid Arthritis,Tocilizumab,0.288701279
Rheumatoid Arthritis,Tofacitinib,0.091982715
Rheumatoid Arthritis,Tolmetin,0
Rheumatoid Arthritis,Tramadol,0.152331467
Rheumatoid Arthritis,Triamcinolone,0.138344172
Rheumatoid Arthritis,Ultracet,0.309074112
Rheumatoid Arthritis,Valdecoxib,0.02880552
Rheumatoid Arthritis,Vicodin,0.43333955
Rheumatoid Arthritis,Vimovo,0.118259461
Rheumatoid Arthritis,Voltaren,0.158495356
Rheumatoid Arthritis,Xeljanz,0.173938707
Rheumatoid Arthritis,Xeljanz XR,0.001259219
Rhinitis,Allerx Dose Pack DF,0.217057398
Rhinitis,Chlorpheniramine / methscopolamine / phenylephrine,0.316612505
Rhinitis,Dallergy,0.771556947
Rhinitis,Flonase,1.839354732
Rhinitis,Fluticasone,0.899152491
Rhinitis,Veramyst,0.787849637
Rhinorrhea,Atrovent Nasal,12.47828126
Rhinorrhea,Ipratropium,16.96024657
Rosacea,Accutane,0.193602447
Rosacea,Azelaic acid,0.16156461
Rosacea,Azelex,0.165631741
Rosacea,Brimonidine,0.143673474
Rosacea,Clarifoam EF,0.140488233
Rosacea,Doxycycline,0.149120157
Rosacea,Finacea,0.270411413
Rosacea,Isotretinoin,0.114034796
Rosacea,Ivermectin,0.111774686
Rosacea,MetroCream,0.129293033
Rosacea,MetroGel,0.464793854
Rosacea,Metronidazole,0.309641145
Rosacea,Minocin,0.160194307
Rosacea,Minocycline,0.218572006
Rosacea,Mirvaso,0.115288802
Rosacea,Monodox,0.239045895
Rosacea,Oracea,0.305156657
Rosacea,Oxymetazoline,0.014205351
Rosacea,Prascion RA,0.187317644
Rosacea,Rhofade,0.014933665
Rosacea,Rosac,0.168585879
Rosacea,Rozex,0.090495286
Rosacea,Solodyn,0.426624221
Rosacea,Soolantra,0.099385025
Rosacea,Sulfacetamide sodium / sulfur,0.167372229
SIADH,Declomycin,10.81759393
STD Prophylaxis,Suprax,12.98111272
Salivary Gland Cance,Trastuzumab,85.23260117
Sarcoidosis,Acthar,0
Sarcoidosis,Prednisone,20.01254877
Sarcoidosis,Triamcinolone,2.49527818
Scabies,Permethrin,4.654075146
Schilling Test,Vitamin B12,45.43389452
Schistosoma japonicum,Biltricide,1.663518786
Schizoaffective Disorde,Abilify,0.306832376
Schizoaffective Disorde,Aripiprazole,0.264479904
Schizoaffective Disorde,Asenapine,0.345938155
Schizoaffective Disorde,Fluoxetine,0.074604096
Schizoaffective Disorde,Geodon,0.184061478
Schizoaffective Disorde,Invega,0.326662701
Schizoaffective Disorde,Invega Sustenna,0.173049537
Schizoaffective Disorde,Lamictal,0.239809143
Schizoaffective Disorde,Lamotrigine,0.445363788
Schizoaffective Disorde,Latuda,0.452301695
Schizoaffective Disorde,Lithium,0.026747558
Schizoaffective Disorde,Lithobid,0.3108504
Schizoaffective Disorde,Lurasidone,0.282184316
Schizoaffective Disorde,Olanzapine,0.11878541
Schizoaffective Disorde,Paliperidone,0.178001197
Schizoaffective Disorde,Quetiapine,0.18803402
Schizoaffective Disorde,Risperdal,0.233908073
Schizoaffective Disorde,Risperidone,0.104806659
Schizoaffective Disorde,Saphris,0.292036491
Schizoaffective Disorde,Seroquel,0.215323629
Schizoaffective Disorde,Seroquel XR,0.034472198
Schizoaffective Disorde,Valproic acid,0.223812288
Schizoaffective Disorde,Ziprasidone,0.192197564
Schizoaffective Disorde,Zyprexa,0.179481606
Schizoaffective Disorde,Zyprexa Zydis,0.013373779
Schizophrenia,Abilify,0.16832977
Schizophrenia,Abilify Maintena,0.086122218
Schizophrenia,Aripiprazole,0.171234434
Schizophrenia,Asenapine,0.154515836
Schizophrenia,Brexpiprazole,0.056168514
Schizophrenia,Cariprazine,0.106602547
Schizophrenia,Chlorpromazine,0.048265066
Schizophrenia,Clozapine,0.376847225
Schizophrenia,Clozaril,0.616024251
Schizophrenia,Fanapt,0.113184895
Schizophrenia,Geodon,0.143233827
Schizophrenia,Iloperidone,0.196874742
Schizophrenia,Invega,0.150650902
Schizophrenia,Invega Sustenna,0.082752422
Schizophrenia,Invega Trinza,0.073668202
Schizophrenia,Latuda,0.15577044
Schizophrenia,Loxapine,0.06681043
Schizophrenia,Lurasidone,0.218255764
Schizophrenia,Mellaril,0.154159448
Schizophrenia,Moban,0.009546662
Schizophrenia,Olanzapine,0.250733831
Schizophrenia,Paliperidone,0.126278411
Schizophrenia,Quetiapine,0.172531759
Schizophrenia,Rexulti,0.079236046
Schizophrenia,Risperdal,0.274613638
Schizophrenia,Risperdal Consta,0.418745572
Schizophrenia,Risperidone,0.199590714
Schizophrenia,Saphris,0.138215554
Schizophrenia,Seroquel,0.202658334
Schizophrenia,Stelazine,0.186868029
Schizophrenia,Thioridazine,0.10067026
Schizophrenia,Thorazine,0.090669435
Schizophrenia,Trifluoperazine,0.106337339
Schizophrenia,Vraylar,0.171487797
Schizophrenia,Ziprasidone,0.094737451
Schizophrenia,Zyprexa,0.258905182
Schizophrenia,Zyprexa Zydis,0.047699463
Schnitzler Syndrome,Anakinra,3.605864644
Schnitzler Syndrome,Kineret,3.24527818
Sciatica,Advil,2.531777303
Sciatica,Aleve,3.196500586
Sciatica,Amrix,3.314326652
Sciatica,Arthrotec,2.117486472
Sciatica,Aspirin,1.79526027
Sciatica,Cyclobenzaprine,2.167239743
Sciatica,Diclofenac,1.265888652
Sciatica,Diclofenac / misoprostol,3.615832169
Sciatica,Flexeril,3.392766372
Sciatica,Ibuprofen,0.478158011
Sciatica,Nabumetone,0.935900489
Sciatica,Naproxen,2.314188475
Sciatica,Relafen,1.615796582
Sciatica,Tylenol,0.592931681
Sciatica,Voltaren,1.565631222
Seasonal Affective Disorde,Budeprion XL,11.64463151
Seasonal Affective Disorde,Bupropion,7.634455503
Seasonal Affective Disorde,Wellbutrin XL,24.98344978
Seasonal Allergic Conjunctivitis,Loteprednol,0.314881516
Seasonal Allergic Conjunctivitis,Olopatadine,0.599589019
Seasonal Allergic Conjunctivitis,Pataday,0.463717666
Seasonal Allergic Conjunctivitis,Patanol,0.639028004
Seasonal Allergic Conjunctivitis,Pazeo,0.174527818
Seborrheic Dermatitis,Coal tar,0.409772121
Seborrheic Dermatitis,Ketoconazole,1.869756804
Seborrheic Dermatitis,Loprox,5.492009227
Seborrheic Dermatitis,Nizoral Topical,7.037964096
Seborrheic Dermatitis,Sulfacetamide sodium,3.483063028
Seborrheic Dermatitis,Sulfacetamide sodium / sulfur,1.663518786
Seborrheic Dermatitis,Xolegel,6.056172327
Secondary Hyperparathyroidism,Cinacalcet,3.896744341
Secondary Hyperparathyroidism,Sensipar,5.565847561
Sedation,Atarax,0.629134231
Sedation,Ativan,0.944643589
Sedation,Butisol Sodium,0.06995623
Sedation,Chloral hydrate,0.03666981
Sedation,Desyrel,3.909286693
Sedation,Desyrel Dividose,2.825841556
Sedation,Hydroxyzine,1.550186499
Sedation,Lorazepam,0.580743703
Sedation,Phenergan,1.250601877
Sedation,Promethazine,1.580897334
Sedation,Trazodone,2.313769586
Sedation,Vistaril,1.796820687
Seizure Prevention,Acetazolamide,0.050361358
Seizure Prevention,Clonazepam,0.667037188
Seizure Prevention,Depakene,0.23867052
Seizure Prevention,Klonopin,0.779131449
Seizure Prevention,Lamictal,0.925773163
Seizure Prevention,Lamictal XR,0.328358274
Seizure Prevention,Lamotrigine,0.884681541
Seizure Prevention,Qudexy XR,0.063981492
Seizure Prevention,Topamax,1.129600006
Seizure Prevention,Topiramate,0.582751101
Seizures,Aptiom,0.056439621
Seizures,Diastat,0.151886498
Seizures,Diastat AcuDial,0.10797455
Seizures,Diazepam,0.238297004
Seizures,Dilantin,0.152281738
Seizures,Eslicarbazepine,0.135783942
Seizures,Ethosuximide,0.063463949
Seizures,Fycompa,0.204801143
Seizures,Gabitril,0.127385681
Seizures,Keppra,0.363746569
Seizures,Keppra XR,0.096695062
Seizures,Lacosamide,0.258144685
Seizures,Levetiracetam,0.2108781
Seizures,Mysoline,0.32923112
Seizures,Oxcarbazepine,0.114744138
Seizures,Oxtellar XR,0.272791499
Seizures,Perampanel,0.166493559
Seizures,Phenobarbital,0.15592387
Seizures,Phenytoin,0.127154557
Seizures,Primidone,0.093017881
Seizures,Progesterone,0.423912821
Seizures,Prometrium,0.339130212
Seizures,Tiagabine,0
Seizures,Topiramate,0.087899771
Seizures,Trileptal,0.111788581
Seizures,Valproic acid,0.025293887
Seizures,Vimpat,0.269170693
Seizures,Zarontin,0.084659431
Seizures,Zonegran,0.300702548
Seizures,Zonisamide,0.341993621
Severe Mood Dysregulation,Risperidone,36.12333298
"Sexual Dysfunction, SSRI Induced",BuSpar,18.94717968
"Sexual Dysfunction, SSRI Induced",Bupropion,2.341712032
"Sexual Dysfunction, SSRI Induced",Buspirone,3.581981891
"Sexual Dysfunction, SSRI Induced",Dextroamphetamine,3.678858492
"Sexual Dysfunction, SSRI Induced",Sildenafil,4.029879314
"Sexual Dysfunction, SSRI Induced",Viagra,4.254133317
"Sexual Dysfunction, SSRI Induced",Wellbutrin,4.857118404
Shift Work Sleep Disorde,Armodafinil,2.750211074
Shift Work Sleep Disorde,Modafinil,0.292437272
Shift Work Sleep Disorde,Nuvigil,1.930579302
Shift Work Sleep Disorde,Provigil,3.249277187
Sinus Symptoms,Acetaminophen / dextromethorphan / phenylephrine,0.017013302
Sinus Symptoms,Acetaminophen / pseudoephedrine,0.764490672
Sinus Symptoms,Advil Cold and Sinus,0.567418055
Sinus Symptoms,Advil Cold and Sinus Liqui-Gels,0
Sinus Symptoms,Alka-Seltzer Cold and Sinus,0.330376167
Sinus Symptoms,Aspirin / chlorpheniramine / phenylephrine,0.110949681
Sinus Symptoms,Chlorpheniramine / methscopolamine / pseudoephedrine,0
Sinus Symptoms,Dexbrompheniramine / pseudoephedrine,0.285880854
Sinus Symptoms,Drixoral Cold and Allergy,0.346717754
Sinus Symptoms,Guaifenesin / phenylephrine,0.960836761
Sinus Symptoms,Ibuprofen / pseudoephedrine,0.19739758
Sinus Symptoms,Mometasone,0.17900289
Sinus Symptoms,Nasonex,0.216683382
Sinusitis,Amoxicillin,0.075020266
Sinusitis,Amoxicillin / clavulanate,0.157418951
Sinusitis,Augmentin,0.276610906
Sinusitis,Avelox,0.091167643
Sinusitis,Azithromycin,0.117970004
Sinusitis,Azithromycin Dose Pack,0.276656856
Sinusitis,Bactrim,0.110270555
Sinusitis,Bactrim DS,0.053996755
Sinusitis,Biaxin,0.213965839
Sinusitis,Cefdinir,0.073132856
Sinusitis,Cefprozil,0.130158656
Sinusitis,Ceftibuten,0.043519056
Sinusitis,Ceftin,0.156366928
Sinusitis,Cefuroxime,0.192957918
Sinusitis,Cefzil,0.148892337
Sinusitis,Cipro,0.081263849
Sinusitis,Ciprofloxacin,0.215695401
Sinusitis,Clarithromycin,0.092326074
Sinusitis,Clindamycin,0.473387552
Sinusitis,Deltasone,0.573627168
Sinusitis,Levaquin,0.202745931
Sinusitis,Levofloxacin,0.104628036
Sinusitis,Lorabid,0.018651024
Sinusitis,Moxifloxacin,0.064458666
Sinusitis,Omnicef,0.298416384
Sinusitis,Prednisone,0.145438497
Sinusitis,Septra DS,0
Sinusitis,Sulfamethoxazole / trimethoprim,0.0863444
Sinusitis,Zithromax,0.171969256
Sjogren's Syndrome,Cevimeline,2.781667011
Sjogren's Syndrome,Evening Primrose Oil,1.579113007
Sjogren's Syndrome,Evoxac,1.869118497
Sjogren's Syndrome,Hydroxychloroquine,6.955664207
Sjogren's Syndrome,Infliximab,0
Sjogren's Syndrome,Plaquenil,6.205788728
Skin Cance,Carac,15.15614184
Skin Cance,Efudex,14.06287211
Skin Cance,Fluorouracil,17.99328853
"Skin Disinfection, Preoperative",Chlorhexidine,6.041692257
"Skin Disinfection, Preoperative",pHisoHex,0
Skin Rash,Diflorasone,3.327037573
Skin Rash,Prednisone,11.41919142
Skin and Structure Infection,Amoxicillin / clavulanate,1.574606788
Skin and Structure Infection,Augmentin,3.329398483
Skin and Structure Infection,Bactroban,4.148820404
Skin and Structure Infection,Cefdinir,0.189638318
Skin and Structure Infection,Clarithromycin,0.072719924
Skin and Structure Infection,Cubicin,0.125833432
Skin and Structure Infection,Daptomycin,0.125833432
Skin and Structure Infection,Goldenseal,0.048479949
Skin and Structure Infection,Linezolid,0.748380423
Skin and Structure Infection,Mupirocin,3.008904745
Skin and Structure Infection,Zyvox,1.766161809
Skin or Soft Tissue Infection,Amoxicillin,0.029613991
Skin or Soft Tissue Infection,Amoxicillin / clavulanate,0.182730643
Skin or Soft Tissue Infection,Amoxil,0.744436572
Skin or Soft Tissue Infection,Augmentin,0.326991309
Skin or Soft Tissue Infection,Azithromycin,0
Skin or Soft Tissue Infection,Cefotaxime,0
Skin or Soft Tissue Infection,Cephalexin,0.663769309
Skin or Soft Tissue Infection,Ciprofloxacin,0.105356175
Skin or Soft Tissue Infection,Clarithromycin,0.046500633
Skin or Soft Tissue Infection,Clindamycin,0.308574555
Skin or Soft Tissue Infection,Dicloxacillin,0
Skin or Soft Tissue Infection,Doxycycline,0.28686749
Skin or Soft Tissue Infection,Erythromycin,0.907282072
Skin or Soft Tissue Infection,Keflex,0.904971994
Skin or Soft Tissue Infection,Levaquin,0.08972549
Skin or Soft Tissue Infection,Levofloxacin,0.08406015
Skin or Soft Tissue Infection,Metronidazole,0.005997362
Skin or Soft Tissue Infection,Minocycline,0.107323793
Skin or Soft Tissue Infection,Vancomycin,0.139581857
Skin or Soft Tissue Infection,Vibramycin,0.071346106
Skin or Soft Tissue Infection,Zithromax,0.044650921
Small Bowel or Pancreatic Fistula,Sandostatin,3.274588354
Smoking Cessation,Buproban,0.044436843
Smoking Cessation,Bupropion,0.088942047
Smoking Cessation,Chantix,0.05423281
Smoking Cessation,Commit,0.040600446
Smoking Cessation,Habitrol,0.065146493
Smoking Cessation,Leader Nicotine Polacrilex,0.004480817
Smoking Cessation,Nicoderm CQ,0.090556702
Smoking Cessation,Nicorette,0.076895794
Smoking Cessation,Nicotine,0.052311131
Smoking Cessation,Nicotrol Inhaler,0.105431651
Smoking Cessation,Nicotrol NS,0.066388969
Smoking Cessation,Nortriptyline,0.071228913
Smoking Cessation,Topamax,0.031571652
Smoking Cessation,Varenicline,0.050425284
Smoking Cessation,Zyban,0.13894541
Social Anxiety Disorde,Effexor XR,0.372565633
Social Anxiety Disorde,Fluvoxamine,0.048079738
Social Anxiety Disorde,Paroxetine,0.438709644
Social Anxiety Disorde,Paxil,0.556336434
Social Anxiety Disorde,Risperdal,0.36493088
Social Anxiety Disorde,Risperidone,1.07637707
Social Anxiety Disorde,Sertraline,0.580231258
Social Anxiety Disorde,Strattera,0.195498686
Social Anxiety Disorde,Venlafaxine,0.400748211
Social Anxiety Disorde,Zoloft,0.640263599
